"","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME"
"ENSG00000170624",2121.01354757245,-1.1047121038869,0.113038543067854,8.41405140826391e-24,7.65506082225692e-22,"SGCD","sarcoglycan delta"
"ENSG00000081052",207.132618172137,1.85441700166041,0.195398168741657,1.03465892130988e-23,9.31770757510584e-22,"COL4A4","collagen type IV alpha 4 chain"
"ENSG00000164484",816.77108803572,-1.16987224661233,0.120825146883645,1.42507236803423e-23,1.27687923642906e-21,"TMEM200A","transmembrane protein 200A"
"ENSG00000127824",228.71176696916,-1.50883761900526,0.159169084606247,1.48737613037834e-23,1.32600703161016e-21,"TUBA4A","tubulin alpha 4a"
"ENSG00000118689",5165.36505494913,1.22041928542335,0.12685308600531,1.92277122112682e-23,1.69710866835875e-21,"FOXO3","forkhead box O3"
"ENSG00000181061",2420.84302661477,1.16395697660677,0.120871629219161,2.46337540114097e-23,2.16350212829911e-21,"HIGD1A","HIG1 hypoxia inducible domain family member 1A"
"ENSG00000134253",136.917843826834,-1.8988023861131,0.201806622095059,2.54481824932387e-23,2.22402071730319e-21,"TRIM45","tripartite motif containing 45"
"ENSG00000167992",251.535933954989,-1.4725005977394,0.1560708780903,2.68136310503281e-23,2.33186582580329e-21,"VWCE","von Willebrand factor C and EGF domains"
"ENSG00000198431",22734.2215564398,1.44921519552557,0.153550407204674,2.91269385245104e-23,2.52068788469921e-21,"TXNRD1","thioredoxin reductase 1"
"ENSG00000132970",1322.7851587631,1.07652198013819,0.111619066706989,3.40661021544661e-23,2.93381902098244e-21,"WASF3","WASP family member 3"
"ENSG00000179820",3784.25068766991,1.44672807393367,0.15415617744302,4.90020385195518e-23,4.15954624581516e-21,"MYADM","myeloid associated differentiation marker"
"ENSG00000143891",528.376256986116,-1.0846536405241,0.112979950166083,5.02443688651116e-23,4.2446921335045e-21,"GALM","galactose mutarotase"
"ENSG00000136436",3129.10938749065,1.10190336922498,0.115081169280308,5.88311265349356e-23,4.94655457751797e-21,"CALCOCO2","calcium binding and coiled-coil domain 2"
"ENSG00000106123",2287.80349163914,1.35918079061096,0.144515889825305,6.55826969301073e-23,5.48821993508035e-21,"EPHB6","EPH receptor B6"
"ENSG00000003402",2546.55054088299,1.153554114583,0.121309024170232,8.36726856801395e-23,6.96918834108618e-21,"CFLAR","CASP8 and FADD like apoptosis regulator"
"ENSG00000165272",138.569608589257,-2.80760301846153,0.2958016964644,9.70908384613573e-23,8.04901198664925e-21,"AQP3","aquaporin 3 (Gill blood group)"
"ENSG00000137962",4500.49162575132,1.12066563583335,0.117954099014138,1.08727227656063e-22,8.97176625974983e-21,"ARHGAP29","Rho GTPase activating protein 29"
"ENSG00000167552",9309.83880023522,-1.17627666140393,0.124245659345945,1.09642849605334e-22,9.00543423540851e-21,"TUBA1A","tubulin alpha 1a"
"ENSG00000145244",167.012210440191,1.86636194349464,0.201983650452214,1.1428398703816e-22,9.3433742582673e-21,"CORIN","corin, serine peptidase"
"ENSG00000145675",3495.10673624743,1.49035101489903,0.161277195683231,1.55067486605679e-22,1.25618825564902e-20,"PIK3R1","phosphoinositide-3-kinase regulatory subunit 1"
"ENSG00000140807",96.2189144748248,2.35101488224363,0.250736499083564,1.77477271008275e-22,1.42471686197186e-20,"NKD1","NKD inhibitor of WNT signaling pathway 1"
"ENSG00000198542",3506.85730028482,1.00024077279463,0.106051079039837,3.65816627638084e-22,2.91029273135751e-20,"ITGBL1","integrin subunit beta like 1"
"ENSG00000128342",153.117631929528,-2.51714019516162,0.269855946182349,3.97543975234984e-22,3.14858377885886e-20,"LIF","LIF interleukin 6 family cytokine"
"ENSG00000103175",250.455768549695,1.69535594140703,0.187043666020755,4.81773464635028e-22,3.79873023826224e-20,"WFDC1","WAP four-disulfide core domain 1"
"ENSG00000116991",119.850975116699,-2.49371574388347,0.26855729403381,5.66610232847716e-22,4.44789032785457e-20,"SIPA1L2","signal induced proliferation associated 1 like 2"
"ENSG00000100784",87.32117983083,-2.42190867581479,0.262348160080791,8.11435982496296e-22,6.28632566177589e-20,"RPS6KA5","ribosomal protein S6 kinase A5"
"ENSG00000173838",47.3523753582598,3.6726402192024,0.404049667139339,1.01114670341243e-21,7.79945811532168e-20,"MARCHF10","membrane associated ring-CH-type finger 10"
"ENSG00000169218",643.181908588784,1.35253097806697,0.148428299478908,1.05997058621989e-21,8.14066587451389e-20,"RSPO1","R-spondin 1"
"ENSG00000111859",1772.50952012938,1.56467250607806,0.173819761066611,1.07576612673415e-21,8.22636502344419e-20,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9"
"ENSG00000185813",468.241014142421,1.08190971468031,0.116912458523904,1.37071583388049e-21,1.04368539093879e-19,"PCYT2","phosphate cytidylyltransferase 2, ethanolamine"
"ENSG00000140105",2493.91632943982,-1.25919531182096,0.138039199763847,1.70585482450278e-21,1.29331497613265e-19,"WARS1","tryptophanyl-tRNA synthetase 1"
"ENSG00000185022",648.320225776334,1.22328130507124,0.134027811068267,2.02480383607395e-21,1.52859765343779e-19,"MAFF","MAF bZIP transcription factor F"
"ENSG00000175130",620.174593180246,-1.08857167366994,0.118268262110164,2.10752380633066e-21,1.58430423085222e-19,"MARCKSL1","MARCKS like 1"
"ENSG00000084090",3609.44304691344,1.20658586410314,0.132269336953282,2.34081639256498e-21,1.75225416120233e-19,"STARD7","StAR related lipid transfer domain containing 7"
"ENSG00000128311",316.401649654838,1.25096657518402,0.138046164033757,3.11559893094727e-21,2.30307669308065e-19,"TST","thiosulfate sulfurtransferase"
"ENSG00000182552",978.382063419579,1.07899785462596,0.11778731434619,3.31104116143857e-21,2.43739341265899e-19,"RWDD4","RWD domain containing 4"
"ENSG00000131771",95.4177262246659,-2.87047752359244,0.315178325264797,3.34522571176364e-21,2.45238220464457e-19,"PPP1R1B","protein phosphatase 1 regulatory inhibitor subunit 1B"
"ENSG00000157514",2205.66158772553,3.04101807432988,0.336014717598292,4.75688320536209e-21,3.47291625293535e-19,"TSC22D3","TSC22 domain family member 3"
"ENSG00000100033",55.3623172165847,4.51547736783541,0.52594793390977,4.78349009294864e-21,3.47802859586073e-19,"PRODH","proline dehydrogenase 1"
"ENSG00000124151",1569.87297341248,1.30605062505731,0.145738132996651,5.55988294040593e-21,4.0096700506399e-19,"NCOA3","nuclear receptor coactivator 3"
"ENSG00000083223",1486.87726679168,1.07334976834578,0.117948065826691,5.93158674711033e-21,4.24323711614856e-19,"TUT7","terminal uridylyl transferase 7"
"ENSG00000250978",56.3169443232022,5.88100436895756,0.744066383697129,7.66013226694549e-21,5.45776733124016e-19,NA,NA
"ENSG00000117461",215.505299671088,-1.63700627671604,0.187321792847564,9.71683258109153e-21,6.8954530728458e-19,"PIK3R3","phosphoinositide-3-kinase regulatory subunit 3"
"ENSG00000176771",107.64830699601,-2.14524147703469,0.242474238975618,1.0934815648801e-20,7.7288671085808e-19,"NCKAP5","NCK associated protein 5"
"ENSG00000107796",2427.78121922967,1.10522096431104,0.122598745711333,1.10326005611833e-20,7.76703835539496e-19,"ACTA2","actin alpha 2, smooth muscle"
"ENSG00000108604",2178.01003581909,1.1999879214301,0.134100397511724,1.18928864296341e-20,8.33959281217939e-19,"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"ENSG00000116711",111.967476171726,-2.36418463556316,0.265131570768901,1.21275400449261e-20,8.47065700539501e-19,"PLA2G4A","phospholipase A2 group IVA"
"ENSG00000172260",1334.99293094111,1.39351030102828,0.159010227254729,1.97423475655083e-20,1.36816010999876e-18,"NEGR1","neuronal growth regulator 1"
"ENSG00000171132",401.582402811893,-1.15877161180426,0.130090118060385,2.18376528610801e-20,1.50747781870981e-18,"PRKCE","protein kinase C epsilon"
"ENSG00000196950",808.726987430269,-1.18298571418317,0.133166387440634,2.35759702438237e-20,1.62116778331658e-18,"SLC39A10","solute carrier family 39 member 10"
"ENSG00000185745",237.709313616069,-1.59928939244803,0.185469357351854,2.92549971485145e-20,1.98855518931723e-18,"IFIT1","interferon induced protein with tetratricopeptide repeats 1"
"ENSG00000170775",213.78479917916,1.43167549280889,0.164752551888014,3.09706550792402e-20,2.09713889985038e-18,"GPR37","G protein-coupled receptor 37"
"ENSG00000169744",616.827335044757,-1.28487242860339,0.146418048609649,3.36476370062439e-20,2.26974421341358e-18,"LDB2","LIM domain binding 2"
"ENSG00000166825",4198.86595555456,1.0291502324725,0.11532340422631,3.57411497952448e-20,2.39276882459411e-18,"ANPEP","alanyl aminopeptidase, membrane"
"ENSG00000108830",158.257247741708,-2.27829728757311,0.260660010510306,4.46040608210301e-20,2.97488963543569e-18,"RND2","Rho family GTPase 2"
"ENSG00000159212",757.338404817375,1.01122671816647,0.113571024919067,4.59156963805956e-20,3.05090026025523e-18,"CLIC6","chloride intracellular channel 6"
"ENSG00000174697",115.965426111586,2.89123819865676,0.328188266921601,4.75603718977698e-20,3.14839014118782e-18,"LEP","leptin"
"ENSG00000162878",1588.40253808091,1.49537361005804,0.17443292343452,6.41757547467127e-20,4.20126223233e-18,"PKDCC","protein kinase domain containing, cytoplasmic"
"ENSG00000137393",158.279411820619,2.04895116377163,0.238285749526307,6.70238021851149e-20,4.37157821531663e-18,"RNF144B","ring finger protein 144B"
"ENSG00000152779",45.6803671977279,3.83534883323963,0.450180496789918,1.03205156595655e-19,6.68234555899092e-18,"SLC16A12","solute carrier family 16 member 12"
"ENSG00000116962",9435.6512304872,1.42075660219879,0.166279655194188,1.17088294869072e-19,7.55368523371713e-18,"NID1","nidogen 1"
"ENSG00000138074",435.931567884178,1.16276246778762,0.13362296133293,1.32954722786454e-19,8.54619469911043e-18,"SLC5A6","solute carrier family 5 member 6"
"ENSG00000115419",3865.16629631691,1.14986459216785,0.132168943756847,1.45237091871272e-19,9.30199006096837e-18,"GLS","glutaminase"
"ENSG00000197769",134.640391377915,2.35761335103311,0.273182309889866,1.45981234768873e-19,9.31601829508841e-18,"MAP1LC3C","microtubule associated protein 1 light chain 3 gamma"
"ENSG00000179593",67.2411112273125,8.96370981376058,1.05464038610812,1.80038605903605e-19,1.12864484358158e-17,"ALOX15B","arachidonate 15-lipoxygenase type B"
"ENSG00000074590",412.632532810296,1.30625974434538,0.152542094577274,1.90431954950137e-19,1.18959623689098e-17,"NUAK1","NUAK family kinase 1"
"ENSG00000168556",382.010487079805,1.22819308744251,0.14267343673192,2.05639317804681e-19,1.28008671479749e-17,"ING2","inhibitor of growth family member 2"
"ENSG00000137767",879.761144169446,1.00036657127275,0.114836445866146,2.63738168256544e-19,1.62464543161088e-17,"SQOR","sulfide quinone oxidoreductase"
"ENSG00000143507",318.939674235593,-1.1405370719811,0.133135535754549,4.88454984880989e-19,2.96769859136083e-17,"DUSP10","dual specificity phosphatase 10"
"ENSG00000103064",780.745153620749,1.34287398818139,0.159512145975802,5.32810440659868e-19,3.22613994121049e-17,"SLC7A6","solute carrier family 7 member 6"
"ENSG00000075213",714.278533892197,-1.16150867964592,0.135994128848468,5.44019562378139e-19,3.27167832411883e-17,"SEMA3A","semaphorin 3A"
"ENSG00000170989",241.920423575212,-1.42181535633806,0.170217448909505,6.02750885951542e-19,3.61263630664402e-17,"S1PR1","sphingosine-1-phosphate receptor 1"
"ENSG00000183876",193.705381522295,-1.61592514786847,0.195557133504924,6.24703757915424e-19,3.73160584820793e-17,"ARSI","arylsulfatase family member I"
"ENSG00000126785",672.600036419476,-1.16847781433909,0.137610642922651,8.02230136004183e-19,4.7441216142834e-17,"RHOJ","ras homolog family member J"
"ENSG00000135069",724.56652571189,-1.24480571110755,0.147563170217821,8.25504455635652e-19,4.86553971675485e-17,"PSAT1","phosphoserine aminotransferase 1"
"ENSG00000107968",536.648361851015,1.0917335992651,0.128040959269659,8.90694310868014e-19,5.21511807561367e-17,"MAP3K8","mitogen-activated protein kinase kinase kinase 8"
"ENSG00000070882",1106.47013880586,-1.06360832592811,0.124577009139897,9.22900142735892e-19,5.38591165535443e-17,"OSBPL3","oxysterol binding protein like 3"
"ENSG00000111728",193.408260104155,-1.46174620718298,0.176649817899889,9.59147180970231e-19,5.56085952208917e-17,"ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"ENSG00000116194",237.038307523156,1.86523158427534,0.226941249322775,9.58389245488693e-19,5.56085952208917e-17,"ANGPTL1","angiopoietin like 1"
"ENSG00000158246",70.3008977979479,2.2606970517628,0.270009362510102,9.71106554753427e-19,5.61185712960278e-17,"TENT5B","terminal nucleotidyltransferase 5B"
"ENSG00000183496",171.520965804433,-1.64207831530259,0.200319970059277,1.03753165342281e-18,5.91860098500772e-17,"MEX3B","mex-3 RNA binding family member B"
"ENSG00000120162",60.6687242308128,2.59244786729917,0.30860535517786,1.55747507177213e-18,8.77179849152676e-17,"MOB3B","MOB kinase activator 3B"
"ENSG00000268913",72.8565985873549,2.42312998621686,0.290080957725176,1.76908587316052e-18,9.93207356827238e-17,NA,NA
"ENSG00000182580",426.111552847474,-1.45340533309448,0.177211886817279,1.84513123814425e-18,1.03263322700054e-16,"EPHB3","EPH receptor B3"
"ENSG00000196230",7907.86645296993,-1.13889111165244,0.136471671898356,3.26799079127709e-18,1.80054113751698e-16,"TUBB","tubulin beta class I"
"ENSG00000174437",10583.9925257828,1.28243717526081,0.155645531506822,3.4586990375379e-18,1.89971453947244e-16,"ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"ENSG00000147576",242.959602645536,1.38024803463047,0.168974083099599,3.54605668529781e-18,1.94168492758853e-16,"ADHFE1","alcohol dehydrogenase iron containing 1"
"ENSG00000161647",166.337514057236,1.49685900645288,0.185273929980161,4.19950000286234e-18,2.28537820707917e-16,"MPP3","membrane palmitoylated protein 3"
"ENSG00000081803",1171.25073489043,1.26980818846497,0.154409652930063,4.25606969175715e-18,2.30908050157381e-16,"CADPS2","calcium dependent secretion activator 2"
"ENSG00000108950",1011.54710743982,1.05125570684147,0.125736060544757,4.40082879241113e-18,2.38033852457823e-16,"FAM20A","FAM20A golgi associated secretory pathway pseudokinase"
"ENSG00000197301",209.369300149446,2.18421174327865,0.268231337377425,4.99281797371144e-18,2.68416920217014e-16,"HMGA2-AS1","HMGA2 antisense RNA 1"
"ENSG00000009413",7584.79205491127,1.05517183704659,0.12657671334036,5.32155435405683e-18,2.84366553600368e-16,"REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit"
"ENSG00000135821",19610.6066576928,2.77803053494236,0.336456073581805,5.52853617204544e-18,2.9453982050528e-16,"GLUL","glutamate-ammonia ligase"
"ENSG00000164619",553.252943250252,-1.46276325440059,0.181496821526202,5.73026530748662e-18,3.04373164132096e-16,"BMPER","BMP binding endothelial regulator"
"ENSG00000147119",453.217398834281,1.46279191261001,0.18200048674761,6.87120142203513e-18,3.60656758663684e-16,"CHST7","carbohydrate sulfotransferase 7"
"ENSG00000147883",517.01309380861,-1.3631121966561,0.168554971757991,7.6393665496119e-18,3.99793516096356e-16,"CDKN2B","cyclin dependent kinase inhibitor 2B"
"ENSG00000133110",4035.38662227965,-1.35637301447971,0.167915404317643,8.56754551961694e-18,4.45738489922358e-16,"POSTN","periostin"
"ENSG00000087448",907.638119859366,1.02219046812219,0.123511529231108,1.00745744064918e-17,5.19572745772007e-16,"KLHL42","kelch like family member 42"
"ENSG00000188176",56.1442459346242,-3.05914688848587,0.375510105502827,1.1155749581956e-17,5.72077489092456e-16,"SMTNL2","smoothelin like 2"
"ENSG00000146373",818.970397240666,1.04167796313007,0.126202423322136,1.12051887205614e-17,5.72885455595041e-16,"RNF217","ring finger protein 217"
"ENSG00000168621",218.343410551666,1.72371377358014,0.218234858632831,1.13789712865172e-17,5.80098648258914e-16,"GDNF","glial cell derived neurotrophic factor"
"ENSG00000143127",265.813726208422,3.54646210255388,0.441359445103829,1.17557850488654e-17,5.97591354016965e-16,"ITGA10","integrin subunit alpha 10"
"ENSG00000101342",42.9009727959361,3.77098980844978,0.473418277738938,1.19898468044508e-17,6.07748206165035e-16,"TLDC2","TBC/LysM-associated domain containing 2"
"ENSG00000157152",49.9463970903643,3.24310198810767,0.401823403700098,1.58303415744231e-17,7.97858209863183e-16,"SYN2","synapsin II"
"ENSG00000126861",309.297084976818,-1.64148275070849,0.209099577130039,1.79051341099255e-17,8.99872476612433e-16,"OMG","oligodendrocyte myelin glycoprotein"
"ENSG00000099860",368.146132770546,1.40262242860538,0.176341336581828,1.82335235853284e-17,9.13787971546077e-16,"GADD45B","growth arrest and DNA damage inducible beta"
"ENSG00000183508",90.0328475701279,-2.43310026178156,0.302109219886631,2.0689065818674e-17,1.03102448508173e-15,"TENT5C","terminal nucleotidyltransferase 5C"
"ENSG00000272841",114.900499539832,-1.93184550037503,0.246290668701147,2.40514865684966e-17,1.19523087734369e-15,NA,NA
"ENSG00000169855",1727.76546363936,-1.06719441830924,0.131246513770617,2.7673155231298e-17,1.37136717027502e-15,"ROBO1","roundabout guidance receptor 1"
"ENSG00000149633",241.890169505498,-1.39729632901237,0.17894339846015,6.02512534711579e-17,2.91258171071339e-15,"KIAA1755","KIAA1755"
"ENSG00000135472",155.834148470345,-1.61380311935441,0.210513012781074,8.1341898071278e-17,3.9002340910339e-15,"FAIM2","Fas apoptotic inhibitory molecule 2"
"ENSG00000149591",7792.37058298235,1.21056684274132,0.153177025242242,8.27181038021311e-17,3.95553067265123e-15,"TAGLN","transgelin"
"ENSG00000170214",201.573608113504,3.73101420764006,0.484059317898971,1.00654547703038e-16,4.7746319005337e-15,"ADRA1B","adrenoceptor alpha 1B"
"ENSG00000155962",402.922701787046,-1.19848978080329,0.152078060508557,1.05946555651831e-16,4.99893043568916e-15,"CLIC2","chloride intracellular channel 2"
"ENSG00000143344",1077.59228830389,-1.03281666991867,0.129419202847897,1.0883362814847e-16,5.10798253169844e-15,"RGL1","ral guanine nucleotide dissociation stimulator like 1"
"ENSG00000067082",3242.32023884995,1.04609207797253,0.131238542709711,1.11339580269269e-16,5.21180869012426e-15,"KLF6","Kruppel like factor 6"
"ENSG00000130066",4097.99179127292,1.25551192957243,0.160732462944545,1.32266872555086e-16,6.15891492388392e-15,"SAT1","spermidine/spermine N1-acetyltransferase 1"
"ENSG00000113361",2194.9931929859,-1.16696788893662,0.14830350297081,1.39120101525524e-16,6.46107256849297e-15,"CDH6","cadherin 6"
"ENSG00000025423",169.196647086355,-1.9024504553214,0.250161093343999,1.45343007859693e-16,6.73245509775146e-15,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6"
"ENSG00000157510",487.987807618218,1.63774688918262,0.215920310969523,1.46769385729941e-16,6.78082206311165e-15,"AFAP1L1","actin filament associated protein 1 like 1"
"ENSG00000049246",196.026406577313,-2.10939340715061,0.274678728699709,1.51711194478976e-16,6.99093065260133e-15,"PER3","period circadian regulator 3"
"ENSG00000106034",2427.503577353,1.01450202645363,0.128474068921475,2.27767961801918e-16,1.03877414147245e-14,"CPED1","cadherin like and PC-esterase domain containing 1"
"ENSG00000138166",402.165098652638,1.17586852199253,0.150897214315502,2.42293150262912e-16,1.09936643959446e-14,"DUSP5","dual specificity phosphatase 5"
"ENSG00000171793",688.117895465024,1.41083308912893,0.185516454437371,2.78276585207236e-16,1.25302154775675e-14,"CTPS1","CTP synthase 1"
"ENSG00000151012",782.318249693465,-1.09238821749658,0.139584835117021,2.87257022554154e-16,1.28692596897304e-14,"SLC7A11","solute carrier family 7 member 11"
"ENSG00000153904",3072.49135083746,1.18838884204704,0.153837729760245,3.83980258054796e-16,1.71591782321162e-14,"DDAH1","dimethylarginine dimethylaminohydrolase 1"
"ENSG00000141150",151.07804211045,1.48194898320274,0.198034980038009,5.10074501909642e-16,2.27367631617562e-14,NA,NA
"ENSG00000103647",544.409849613083,-1.26377416235506,0.165881944516172,5.69232951736737e-16,2.51212980018941e-14,"CORO2B","coronin 2B"
"ENSG00000196155",242.433957556386,-1.33607164018225,0.17769797166223,8.08471253733372e-16,3.5472679050538e-14,"PLEKHG4","pleckstrin homology and RhoGEF domain containing G4"
"ENSG00000205208",588.207927824026,-1.28955605874239,0.170727502337074,8.09787216925083e-16,3.5472679050538e-14,"C4orf46","chromosome 4 open reading frame 46"
"ENSG00000128165",58.750391138133,-2.48521632691765,0.328181468588286,9.39099378221923e-16,4.08584303705234e-14,"ADM2","adrenomedullin 2"
"ENSG00000129682",265.483108101203,-1.47191016410309,0.199069337220703,1.05070271150496e-15,4.54646751336817e-14,"FGF13","fibroblast growth factor 13"
"ENSG00000146006",46.8058859210444,-3.82566177782802,0.520322475776378,1.13495749424245e-15,4.89909511079206e-14,"LRRTM2","leucine rich repeat transmembrane neuronal 2"
"ENSG00000138615",840.362553337048,1.2793744879337,0.170608241154813,1.30182112365223e-15,5.59215703503974e-14,"CILP","cartilage intermediate layer protein"
"ENSG00000133816",1756.11085142399,1.01384452998245,0.132255170055546,1.39018344163324e-15,5.95730541981046e-14,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"ENSG00000083290",1522.62999224928,1.08699078849336,0.142787238809005,1.55162009146727e-15,6.63308241993275e-14,"ULK2","unc-51 like autophagy activating kinase 2"
"ENSG00000104321",548.679172590607,-1.27489131573973,0.170856849126658,1.77162616127993e-15,7.50129349099457e-14,"TRPA1","transient receptor potential cation channel subfamily A member 1"
"ENSG00000187193",37.3821886049677,2.9524001556755,0.393474190442129,1.86671190132076e-15,7.87274040974957e-14,"MT1X","metallothionein 1X"
"ENSG00000245812",181.250957870603,1.57591219951455,0.216805050774349,1.8682282354459e-15,7.87274040974957e-14,"LINC02202","long intergenic non-protein coding RNA 2202"
"ENSG00000171033",245.148058134413,-1.24661426813425,0.166909410288398,1.97735792312529e-15,8.31286893700609e-14,"PKIA","cAMP-dependent protein kinase inhibitor alpha"
"ENSG00000154310",763.339282196729,-1.09008225751723,0.143941974748779,2.07125960108607e-15,8.66656051482735e-14,"TNIK","TRAF2 and NCK interacting kinase"
"ENSG00000118523",11813.0044570403,1.15024252990376,0.152738160409344,2.11546820404768e-15,8.83071091953172e-14,"CCN2","cellular communication network factor 2"
"ENSG00000143878",3314.2686464012,1.15415886502391,0.153471275512687,2.24344756865543e-15,9.342958524769e-14,"RHOB","ras homolog family member B"
"ENSG00000138669",239.213968572767,-1.61122676341319,0.222892746324417,2.31648525150296e-15,9.61494737287846e-14,"PRKG2","protein kinase cGMP-dependent 2"
"ENSG00000164330",884.910503011091,1.0605250861368,0.139993695148387,2.31959724682486e-15,9.61494737287846e-14,"EBF1","EBF transcription factor 1"
"ENSG00000177570",102.119200361687,-1.92312106042673,0.266472481782854,2.83672173459467e-15,1.16766311585717e-13,"SAMD12","sterile alpha motif domain containing 12"
"ENSG00000155324",535.884058466324,1.1716881477631,0.156738985767241,2.87015644351618e-15,1.17869086723196e-13,"GRAMD2B","GRAM domain containing 2B"
"ENSG00000206190",290.884997442768,1.24520295201477,0.168775931705027,3.95458632735403e-15,1.60913568884376e-13,"ATP10A","ATPase phospholipid transporting 10A (putative)"
"ENSG00000134294",20597.0045169703,1.14647751724064,0.153938441157318,4.05025512898935e-15,1.6442923625492e-13,"SLC38A2","solute carrier family 38 member 2"
"ENSG00000178723",34.4917383844116,3.26320321811488,0.445892264890181,5.00883857666595e-15,2.01958648155978e-13,"GLULP4","glutamate-ammonia ligase pseudogene 4"
"ENSG00000132622",65.5474339002743,-2.16362478204496,0.299671306708609,5.53809833182135e-15,2.22792295929348e-13,"HSPA12B","heat shock protein family A (Hsp70) member 12B"
"ENSG00000114670",184.337596791924,-1.19300437013235,0.161915006955894,5.71560418560991e-15,2.29412972526935e-13,"NEK11","NIMA related kinase 11"
"ENSG00000101265",1645.85808380358,-1.0040267287649,0.13422601329382,5.90791416365101e-15,2.36089045665155e-13,"RASSF2","Ras association domain family member 2"
"ENSG00000176971",2618.66961724372,1.17233825035612,0.158992319484225,6.14658812833104e-15,2.45048584235328e-13,"FIBIN","fin bud initiation factor homolog"
"ENSG00000079691",1509.41073617805,1.0925637901182,0.147224624721175,6.46252804483636e-15,2.57066614447179e-13,"CARMIL1","capping protein regulator and myosin 1 linker 1"
"ENSG00000162426",168.59237920096,1.22287454803822,0.167387784886661,7.6891986917956e-15,3.05176899309051e-13,"SLC45A1","solute carrier family 45 member 1"
"ENSG00000168994",1327.98515106188,1.28039815419591,0.176409949652461,7.86962709091211e-15,3.1094666864114e-13,"PXDC1","PX domain containing 1"
"ENSG00000072163",665.140488506918,1.28610845896963,0.177711747193707,8.89406022252979e-15,3.49865903343461e-13,"LIMS2","LIM zinc finger domain containing 2"
"ENSG00000189058",471.862251225237,1.01216283426303,0.136427027590079,9.08496649214483e-15,3.56584934816685e-13,"APOD","apolipoprotein D"
"ENSG00000128606",1137.01261562179,-2.28297675932592,0.317716214212357,1.00176540152314e-14,3.92324944556778e-13,"LRRC17","leucine rich repeat containing 17"
"ENSG00000196932",68.8271279993457,-1.97594165030177,0.280342253388512,1.095578002214e-14,4.27179106313816e-13,"TMEM26","transmembrane protein 26"
"ENSG00000183570",195.726982027287,1.57689898184871,0.224990839975269,1.25835528366179e-14,4.86372136981348e-13,"PCBP3","poly(rC) binding protein 3"
"ENSG00000089041",96.7538716867945,-1.87920317900176,0.268905724396389,1.35658131416665e-14,5.22063104005002e-13,"P2RX7","purinergic receptor P2X 7"
"ENSG00000125398",566.458238331117,-1.25118054741712,0.174196061832111,1.61713064892971e-14,6.15654824949828e-13,"SOX9","SRY-box transcription factor 9"
"ENSG00000158716",158.974007841749,1.24776328147095,0.173914297763567,1.74796539604195e-14,6.640397021666e-13,"DUSP23","dual specificity phosphatase 23"
"ENSG00000122966",288.887047411989,-1.45953861613803,0.208083476604876,1.82947726041459e-14,6.92041707399047e-13,"CIT","citron rho-interacting serine/threonine kinase"
"ENSG00000016391",92.1087551077674,-1.89943485984163,0.273263515839452,1.83901925878405e-14,6.94171078086977e-13,"CHDH","choline dehydrogenase"
"ENSG00000164104",1065.15817848629,1.17597222366993,0.162829935954775,1.844095004262e-14,6.94609118272019e-13,"HMGB2","high mobility group box 2"
"ENSG00000150938",10974.5737346908,1.0031957933561,0.137038300369627,1.94018232860371e-14,7.29253701096575e-13,"CRIM1","cysteine rich transmembrane BMP regulator 1"
"ENSG00000085117",1911.00704159531,1.15563894175128,0.160099559533277,2.11360461642793e-14,7.88521685365222e-13,"CD82","CD82 molecule"
"ENSG00000068831",97.8067775269943,1.9106798992913,0.275558592493018,2.12297027919606e-14,7.89593621031811e-13,"RASGRP2","RAS guanyl releasing protein 2"
"ENSG00000107104",1276.68398705031,1.10789911087792,0.153262520713893,2.48907569013004e-14,9.21893357381984e-13,"KANK1","KN motif and ankyrin repeat domains 1"
"ENSG00000214944",628.392663847338,1.01985423893732,0.140380567163512,2.76036524666259e-14,1.01812141041665e-12,"ARHGEF28","Rho guanine nucleotide exchange factor 28"
"ENSG00000205213",387.907605855451,-1.03998370863558,0.143471075444821,2.88725024997642e-14,1.06271175694671e-12,"LGR4","leucine rich repeat containing G protein-coupled receptor 4"
"ENSG00000077063",329.873592298938,-1.00056992003975,0.138403031501732,3.80694091449698e-14,1.38399464680514e-12,"CTTNBP2","cortactin binding protein 2"
"ENSG00000112936",1960.59808738571,2.96986465712227,0.421762970718707,5.11651880090314e-14,1.84872016388641e-12,"C7","complement C7"
"ENSG00000196616",46330.3803628203,1.09426113887829,0.155423937004769,1.02782614951632e-13,3.63240313118904e-12,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"ENSG00000167645",624.055279273581,1.07092391316893,0.152034945228719,1.11143722050486e-13,3.92008105943872e-12,"YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein"
